date,open,high,low,close,adjclose,volume,moving_avg,increase_rate_vol,increase_rate_adjclose,TSLA_open,TSLA_high,TSLA_low,TSLA_close,TSLA_adjclose,neg,pos,neu,compound,new_us_cases,new_us_death,new_ca_cases,new_ca_death
2020-01-14,79.175,79.3925,78.0425,78.17,77.6344,161954400.0,75.83128888888888,0.332607049995063,-0.013503674214170619,108.852,109.482,104.98,107.584,107.584,0.06520000000000001,0.0776,0.8574,0.20848000000000003,0.0,0.0,0.0,0.0
2020-01-15,77.9625,78.875,77.3875,77.835,77.3017,121923600.0,75.97833,-0.24717327840429157,-0.0042854713889719336,105.952,107.568,103.358,103.7,103.7,0.066,0.067,0.868,-0.3171,0.0,0.0,0.0,0.0
2020-01-16,78.3975,78.925,78.0225,78.81,78.27,108829200.0,76.18666363636363,-0.10739840359044517,0.012526244571594148,98.75,102.892,98.434,102.698,102.698,0.024111111100000002,0.08211111110000001,0.8938888889000001,0.7598,0.0,0.0,0.0,0.0
2020-01-17,79.0675,79.685,78.75,79.6825,79.1366,137816400.0,76.43249166666666,0.26635498561047954,0.011071930496997642,101.522,103.134,100.632,102.1,102.1,0.040875,0.08650000000000001,0.87275,0.7679125,0.0,0.0,0.0,0.0
2020-01-19,,,,,,,,,,,,,,,0.101,0.081,0.8170000000000001,-0.6369,0.0,0.0,0.0,0.0
2020-01-20,,,,,,,,,,,,,,,0.034,0.151,0.8150000000000001,0.9891000000000001,0.0,0.0,0.0,0.0
2020-01-21,79.2975,79.755,79.0,79.1425,78.6003,110843200.0,76.59924615384615,-0.1957183615302678,-0.006776889580800756,106.05,109.716,105.682,109.44,109.44,0.045,0.0797777778,0.875,0.41685555560000004,0.0,0.0,0.0,0.0
2020-01-22,79.645,79.9975,79.3275,79.425,78.8808,101832400.0,76.76221428571428,-0.08129321419807439,0.003568688669127081,114.378,118.9,111.82,113.912,113.912,0.026727272700000002,0.0836363636,0.8896363636,0.7210272727,0.0,0.0,0.0,0.0
2020-01-23,79.48,79.89,78.9125,79.8075,79.2607,104472000.0,76.92877999999999,0.025921023171407136,0.004816127625480553,112.85,116.4,111.12,114.44,114.44,0.05625,0.07,0.874,0.3559,0.0,0.0,0.0,0.0
2020-01-24,80.0625,80.8325,79.38,79.5775,79.0323,146537600.0,77.06025,0.4026495137453098,-0.002881629861961773,114.126,114.772,110.852,112.964,112.964,0.0453,0.1116,0.8431000000000001,0.44629,1.0,0.0,0.0,0.0
2020-01-25,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0
2020-01-26,,,,,,,,,,,,,,,0.081,0.079,0.84,-0.5048,2.0,0.0,0.0,0.0
2020-01-27,77.515,77.9425,76.22,77.2375,76.7083,161940000.0,77.03954705882353,0.10510885943266438,-0.029405698682690648,108.398,112.888,107.856,111.604,111.604,0.0855,0.08080000000000001,0.8336,-0.2011,0.0,0.0,0.0,0.0
2020-01-28,78.15,79.6,78.0475,79.4225,78.8783,162234000.0,77.1417,0.0018154872174879586,0.02828898567690852,113.698,115.362,111.616,113.38,113.38,0.0571176471,0.0847058824,0.8582352941,0.4172470588,0.0,0.0,0.0,0.0
2020-01-29,81.1125,81.9625,80.345,81.085,80.5294,216229200.0,77.32,0.33282295942897294,0.020932246257842773,115.138,117.96,113.486,116.198,116.198,0.0622857143,0.09023809520000001,0.8472380952,0.26786666670000003,0.0,0.0,0.0,0.0
2020-01-30,80.135,81.0225,79.6875,80.9675,80.4127,126743200.0,77.474635,-0.41384789843369907,-0.0014491601824922883,126.484,130.176,123.6,128.162,128.162,0.0523636364,0.1091818182,0.8384545455,0.5064090909,1.0,0.0,0.0,0.0
2020-01-31,80.2325,80.67,77.0725,77.3775,76.8473,199588400.0,77.4447619047619,0.5747464163757898,-0.04433876738375899,128.0,130.6,126.504,130.114,130.114,0.049,0.08925000000000001,0.861875,0.2238125,1.0,0.0,0.0,0.0
2020-02-01,,,,,,,,,,,,,,,0.0596666667,0.0876666667,0.8526666667,0.2379666667,1.0,0.0,0.0,0.0
2020-02-02,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0
2020-02-03,76.075,78.3725,75.555,77.165,76.6363,173985600.0,77.40801363636363,-0.12827799611600674,-0.0027457047937923455,134.738,157.228,134.704,156.0,156.0,0.049,0.0714285714,0.8797142857,0.06311428570000001,0.0,0.0,0.0,0.0
2020-02-04,78.8275,79.91,78.4075,79.7125,79.1663,136616400.0,77.48446086956521,-0.2147832924104064,0.03301307604881761,176.592,193.798,166.776,177.412,177.412,0.0447272727,0.0846363636,0.8706363636000001,0.33240909090000004,0.0,0.0,0.0,0.0
2020-02-05,80.88,81.19,79.7375,80.3625,79.8119,118826800.0,77.58143749999999,-0.13021569884728335,0.00815498513887838,164.652,169.196,140.822,146.94,146.94,0.048,0.0714117647,0.8803529412000001,0.3647705882,1.0,0.0,0.0,0.0
2020-02-06,80.6425,81.305,80.065,81.3025,80.7454,105425600.0,77.707996,-0.11277927201607718,0.011696250809716462,139.984,159.166,137.4,149.792,149.792,0.034,0.068,0.8978,0.52514,0.0,0.0,0.0,0.0
2020-02-07,80.5925,80.85,79.5,80.0075,79.6479,117684000.0,77.78260769230768,0.11627536385849357,-0.013592105556477477,146.11,153.95,146.0,149.614,149.614,0.0685,0.0658333333,0.8655,-0.0567,0.0,0.0,0.0,0.0
2020-02-08,,,,,,,,,,,,,,,0.02,0.046666666700000005,0.9336666667,0.3486666667,0.0,0.0,0.0,0.0
2020-02-09,,,,,,,,,,,,,,,0.0245,0.08600000000000001,0.8895000000000001,0.03175,0.0,0.0,0.0,0.0
2020-02-10,78.545,80.3875,78.4625,80.3875,80.0262,109348800.0,77.8657037037037,-0.07082696033445499,0.004749654416500571,160.0,163.998,150.48,154.256,154.256,0.0501666667,0.0643888889,0.8853888889,-0.0480333333,1.0,0.0,0.0,0.0
2020-02-11,80.9,80.975,79.6775,79.9025,79.5434,94323200.0,77.92562142857142,-0.13740982982895103,-0.006033024184579518,153.758,156.702,151.6,154.876,154.876,0.0480833333,0.0701666667,0.8815833333,0.1753916667,0.0,0.0,0.0,0.0
2020-02-12,80.3675,81.805,80.3675,81.8,81.4324,113730400.0,78.0465448275862,0.20575213733206676,0.023748041949426296,155.574,157.95,152.674,153.458,153.458,0.04875,0.091,0.8602500000000001,0.6383249999999999,1.0,0.0,0.0,0.0
2020-02-13,81.0475,81.555,80.8375,81.2175,80.8525,94747600.0,78.14007666666666,-0.16691051820797254,-0.007121244123960426,148.368,163.6,147.0,160.8,160.8,0.030571428600000002,0.0727142857,0.8968571429000001,0.25670000000000004,1.0,0.0,0.0,0.0
2020-02-14,81.185,81.495,80.7125,81.2375,80.8724,80113600.0,78.22821612903226,-0.15445246106497684,0.00024612720695083885,157.444,162.594,157.1,160.006,160.006,0.027333333300000002,0.0513333333,0.9213333333,0.2410333333,0.0,0.0,0.0,0.0
2020-02-15,,,,,,,,,,,,,,,0.048,0.105,0.847,0.9479000000000001,0.0,0.0,0.0,0.0
2020-02-16,,,,,,,,,,,,,,,0.022,0.065,0.913,0.9201,0.0,0.0,0.0,0.0
2020-02-17,,,,,,,,,,,,,,,,,,,10.0,0.0,0.0,0.0
2020-02-18,78.84,79.9375,78.6525,79.75,79.3916,152531200.0,78.264571875,0.9039364102973777,-0.018310325896103024,168.32,172.0,166.472,171.68,171.68,0.07050000000000001,0.0666052632,0.8627894737,-0.1411026316,0.0,0.0,0.0,0.0
2020-02-19,80.0,81.1425,80.0,80.905,80.5414,93984000.0,78.33356666666667,-0.3838375361893173,0.014482640480856906,184.7,188.956,180.204,183.484,183.484,0.06918181820000001,0.07627272730000001,0.8545454545000001,0.0134545455,0.0,0.0,0.0,0.0
2020-02-20,80.6575,81.1625,79.5525,80.075,79.7151,100566000.0,78.3742,0.07003319713993872,-0.010259320051550993,182.39,182.4,171.988,179.882,179.882,0.07671428570000001,0.0630714286,0.8602142857,-0.1623785714,2.0,0.0,0.0,0.0
2020-02-21,79.655,80.1125,77.625,78.2625,77.9107,129554000.0,78.36095714285715,0.2882485134140763,-0.022635611069922776,181.396,182.612,176.09,180.2,180.2,0.0707142857,0.08114285710000001,0.8482857143,0.1515428571,3.0,0.0,0.0,0.0
2020-02-22,,,,,,,,,,,,,,,0.076,0.1073333333,0.8166666667,0.3184,0.0,0.0,0.0,0.0
2020-02-23,,,,,,,,,,,,,,,0.0796666667,0.061666666700000004,0.8593333333000001,-0.0053666667,0.0,0.0,0.0,0.0
2020-02-24,74.315,76.045,72.3075,74.545,74.2099,222195200.0,78.24565,0.7150778825817806,-0.04750053586991262,167.8,172.7,164.44,166.758,166.758,0.0800833333,0.0730833333,0.8466666667,-0.2984,13.0,0.0,0.0,0.0
2020-02-25,75.2375,75.6325,71.5325,72.02,71.6963,230673600.0,78.06864054054054,0.03815743994469727,-0.03387149153953867,169.8,171.32,157.4,159.982,159.982,0.07175000000000001,0.06775,0.860375,-0.195175,2.0,0.0,0.0,0.0
2020-02-26,71.6325,74.47,71.625,73.1625,72.8337,198054800.0,77.93087894736841,-0.14140673228319148,0.015864138037806688,156.5,162.662,155.222,155.76,155.76,0.0511428571,0.0735714286,0.8754285714000001,0.1897571429,15.0,0.0,0.0,0.0
2020-02-27,70.275,71.5,68.24,68.38,68.0727,320605600.0,77.67810512820513,0.618772178205224,-0.06536809196841567,146.0,147.954,133.8,135.8,135.8,0.0621578947,0.0608947368,0.877,-0.1337210526,0.0,0.0,0.0,0.0
2020-02-28,64.315,69.6025,64.0925,68.34,68.0328,426884800.0,77.4369725,0.33149514543726,-0.0005861380553438153,125.94,138.104,122.304,133.598,133.598,0.079625,0.045875,0.874625,-0.51295,5.0,0.0,0.0,0.0
2020-02-29,,,,,,,,,,,,,,,0.0856666667,0.079,0.8353333333,0.2868666667,5.0,1.0,0.0,0.0
2020-03-01,,,,,,,,,,,,,,,,,,,18.0,2.0,0.0,0.0
2020-03-02,70.57,75.36,69.43,74.7025,74.3667,341397200.0,77.36208780487806,-0.20025917999422796,0.09310068084806153,142.252,148.738,137.334,148.724,148.724,0.06753846150000001,0.0693076923,0.8631538462,-0.1466538462,16.0,3.0,0.0,0.0
2020-03-03,75.9175,76.0,71.45,72.33,72.0049,319475600.0,77.23453571428571,-0.06421142294078569,-0.03175883829724848,161.0,161.396,143.222,149.102,149.102,0.048,0.0771428571,0.8748571429,0.07558571430000001,21.0,4.0,0.0,0.0
2020-03-04,74.11,75.85,73.2825,75.685,75.3448,219178400.0,77.19058837209302,-0.31394322445908235,0.04638434328774847,152.792,153.304,144.946,149.9,149.9,0.0354,0.0804,0.8842000000000001,0.18786000000000003,36.0,2.0,0.0,0.0
2020-03-05,73.88,74.8875,72.8525,73.23,72.9009,187572800.0,77.09309545454545,-0.14420034090950568,-0.03243621324895697,144.754,149.15,143.614,144.908,144.908,0.06325,0.04825,0.8882500000000001,-0.49760000000000004,67.0,0.0,0.0,0.0
2020-03-06,70.5,72.705,70.3075,72.2575,71.9327,226176800.0,76.97842,0.20580809157830987,-0.01328104316956301,138.0,141.4,136.854,140.696,140.696,0.045666666700000004,0.0613333333,0.893,0.4156,83.0,3.0,0.0,0.0
2020-03-07,,,,,,,,,,,,,,,0.076,0.099,0.8250000000000001,0.5928,117.0,4.0,0.0,0.0
2020-03-08,,,,,,,,,,,,,,,0.067,0.07050000000000001,0.863,0.03395,119.0,3.0,0.0,0.0
2020-03-09,65.9375,69.5225,65.75,66.5425,66.2434,286744800.0,76.74504999999999,0.26779050724919623,-0.0790919845911526,121.078,132.6,121.0,121.6,121.6,0.1083333333,0.0656666667,0.8261666667,-0.7662,201.0,4.0,0.0,0.0
2020-03-10,69.285,71.61,67.3425,71.335,71.0144,285290000.0,76.62312127659574,-0.005073500896964827,0.07202226938834663,131.886,133.6,121.6,129.066,129.066,0.043500000000000004,0.08,0.876625,0.228175,270.0,5.0,0.0,0.0
2020-03-11,69.3475,70.305,67.965,68.8575,68.548,255598800.0,76.45488958333333,-0.10407374951803428,-0.034730984138428164,128.04,130.716,122.6,126.846,126.846,0.07571428570000001,0.057857142900000005,0.8665714286,-0.1713,245.0,6.0,0.0,0.0
2020-03-12,63.985,67.5,62.0,62.0575,61.7786,418474000.0,76.15537346938774,0.6372299087476154,-0.0987541576705375,116.178,118.9,109.25,112.11,112.11,0.046400000000000004,0.07740000000000001,0.8764000000000001,0.38878,405.0,6.0,0.0,0.0
2020-03-13,66.2225,69.98,63.2375,69.4925,69.1802,370732000.0,76.01586999999999,-0.11408594082308578,0.11980847736918614,119.0,121.514,100.4,109.324,109.324,0.0574444444,0.053,0.8896666667,0.016988888900000002,556.0,7.0,0.0,0.0
2020-03-14,,,,,,,,,,,,,,,0.0513333333,0.061,0.8876666667,0.1494666667,674.0,10.0,0.0,0.0
2020-03-15,,,,,,,,,,,,,,,0.0555,0.0565,0.8885000000000001,0.01865,702.0,8.0,0.0,0.0
2020-03-16,60.4875,64.77,60.0,60.5525,60.2803,322423600.0,75.73001599999999,-0.13030544975885544,-0.12864808138744904,93.9,98.974,88.434,89.014,89.014,0.0813333333,0.057,0.8615555556000001,-0.40346666670000003,907.0,23.0,0.0,0.0
2020-03-17,61.8775,64.4025,59.6,63.215,62.9309,324056000.0,75.51167399999999,0.005062904824584801,0.0439712476547065,88.002,94.37,79.2,86.04,86.04,0.0412,0.029,0.9296000000000001,-0.24636000000000002,1399.0,26.0,0.0,0.0
2020-03-18,59.9425,62.5,59.28,61.6675,61.3903,300233600.0,75.25074999999998,-0.07351321993729479,-0.024480819438463423,77.8,80.972,70.102,72.244,72.244,0.08733333330000001,0.057,0.8553333333,0.1123333333,2444.0,45.0,675.0,15.0
2020-03-19,61.8475,63.21,60.6525,61.195,60.92,271857200.0,74.98742199999998,-0.09451440478347527,-0.007660819380260427,74.94,90.4,71.692,85.528,85.528,0.05775,0.08375,0.8585,0.489025,4043.0,50.0,331.0,3.0
2020-03-20,61.795,62.9575,57.0,57.31,57.0524,401693200.0,74.62290599999999,0.47758896950310675,-0.06348653972422855,87.64,95.4,85.158,85.506,85.506,0.07225000000000001,0.0375,0.89,-0.17957499999999998,5619.0,65.0,218.0,4.0
2020-03-21,,,,,,,,,,,,,,,0.021,0.045,0.934,0.752,6516.0,83.0,244.0,4.0
2020-03-22,,,,,,,,,,,,,,,0.021,0.045,0.934,0.752,8545.0,98.0,265.0,9.0
2020-03-23,57.02,57.125,53.1525,56.0925,55.8404,336752800.0,74.20217199999998,-0.16166666500702526,-0.021243628664175323,86.72,88.4,82.1,86.858,86.858,0.0618,0.0704,0.8676,-0.05856000000000001,10432.0,121.0,222.0,2.0
2020-03-24,59.09,61.9225,58.575,61.72,61.4426,287531200.0,73.89000599999997,-0.14616537709560248,0.10032521257011046,95.46,102.738,94.8,101.0,101.0,0.039,0.042,0.919,0.0813,10433.0,206.0,580.0,15.0
2020-03-25,62.6875,64.5625,61.075,61.38,61.1041,303602000.0,73.53814599999998,0.05589236924549405,-0.005509206967153022,109.05,111.4,102.222,107.85,107.85,0.0426666667,0.036000000000000004,0.9216666667000001,-0.2355666667,14634.0,269.0,471.0,12.0
2020-03-26,61.63,64.67,61.59,64.61,64.3196,252087200.0,73.27184999999997,-0.16967872411907695,0.05262331005611721,109.478,112.0,102.45,105.632,105.632,0.0548888889,0.0416666667,0.9034444444,0.0202333333,16998.0,299.0,795.0,13.0
2020-03-27,63.1875,63.9675,61.7625,61.935,61.6566,204216800.0,72.95894799999998,-0.1898961946501052,-0.04140262066306378,101.0,105.16,98.806,102.872,102.872,0.037250000000000005,0.04775,0.915,0.15175000000000002,17330.0,417.0,842.0,24.0
2020-03-28,,,,,,,,,,,,,,,0.076,0.041,0.883,-0.9635,21066.0,530.0,640.0,17.0
2020-03-29,,,,,,,,,,,,,,,0.043500000000000004,0.0575,0.8985000000000001,-0.02755,18520.0,418.0,480.0,17.0
2020-03-30,62.685,63.88,62.35,63.7025,63.4162,167976400.0,72.66187199999997,-0.17746042441170365,0.028538712806090608,102.052,103.33,98.246,100.426,100.426,0.054,0.0926666667,0.853,0.6087,21469.0,650.0,1169.0,15.0
2020-03-31,63.9,65.6225,63.0,63.5725,63.2868,197002000.0,72.34487599999997,0.1727957022534118,-0.0020404880771790796,100.25,108.592,99.4,104.8,104.8,0.05575000000000001,0.0395,0.9045000000000001,-0.454,24506.0,936.0,1223.0,21.0
2020-04-01,61.625,62.18,59.7825,60.2275,59.9568,176218400.0,71.97200599999998,-0.10549943655394362,-0.05261760746316765,100.8,102.79,95.02,96.312,96.312,0.03425,0.06625,0.9,0.5575,26930.0,1021.0,1036.0,32.0
2020-04-02,60.085,61.2875,59.225,61.2325,60.9573,165934000.0,71.61353599999998,-0.05836166938299292,0.016687014650548317,96.206,98.852,89.28,90.894,90.894,0.028,0.0313333333,0.9410000000000001,-0.0856666667,29717.0,1216.0,1510.0,34.0
2020-04-03,60.7,61.425,59.7425,60.3525,60.0812,129880000.0,71.22994599999998,-0.21727915918377186,-0.014372355730978798,101.9,103.098,93.678,96.002,96.002,0.035500000000000004,0.09125000000000001,0.8732500000000001,0.6152000000000001,32318.0,1391.0,1325.0,39.0
2020-04-04,,,,,,,,,,,,,,,0.038,0.0932,0.8686,0.5744600000000001,35099.0,1556.0,1412.0,43.0
2020-04-05,,,,,,,,,,,,,,,0.064,0.093,0.843,0.9581000000000001,25616.0,1368.0,898.0,24.0
2020-04-06,62.725,65.7775,62.345,65.6175,65.3226,201820400.0,70.95575199999999,0.5538989836772406,0.08723860375624973,102.24,104.2,99.592,103.248,103.248,0.035250000000000004,0.0285,0.93625,-0.040775,30916.0,1526.0,1529.0,31.0
2020-04-07,67.7,67.925,64.75,64.8575,64.566,202887200.0,70.71290599999999,0.005285887848800221,-0.011582515086662071,109.0,113.0,106.468,109.09,109.09,0.0576666667,0.1031666667,0.8388333333,0.6227666667,30337.0,2234.0,1092.0,68.0
2020-04-08,65.685,66.8425,65.3075,66.5175,66.2185,168895200.0,70.45970999999999,-0.1675413727430809,0.02559396586438688,110.84,111.442,106.666,109.768,109.768,0.036000000000000004,0.0926666667,0.8716666667,0.9480000000000001,31820.0,2085.0,1352.0,50.0
2020-04-09,67.175,67.5175,66.175,66.9975,66.6964,162116400.0,70.18304999999998,-0.04013613175507652,0.00721701639269979,112.418,115.036,111.422,114.6,114.6,0.068,0.053,0.878,-0.5994,34699.0,2120.0,1163.0,49.0
2020-04-10,,,,,,,,,,,,,,,0.057,0.059000000000000004,0.884,0.01485,33473.0,2263.0,1143.0,68.0
2020-04-11,,,,,,,,,,,,,,,0.0645,0.079,0.8565,0.106,31720.0,2084.0,1179.0,42.0
2020-04-12,,,,,,,,,,,,,,,0.0,0.137,0.863,0.8834000000000001,27143.0,1681.0,554.0,36.0
2020-04-13,67.0775,68.425,66.4575,68.3125,68.0055,131022800.0,69.934906,-0.191797992060026,0.01962774602527274,118.032,130.4,116.106,130.19,130.19,0.066,0.07,0.864,-0.2732,25769.0,1764.0,990.0,71.0
2020-04-14,70.0,72.0625,69.5125,71.7625,71.44,194994800.0,69.82676,0.48825089984338604,0.05050326811801987,139.794,148.376,138.486,141.978,141.978,0.0408,0.0813,0.878,0.51268,26691.0,2705.0,1086.0,63.0
2020-04-15,70.6,71.5825,70.1575,71.1075,70.7879,131154400.0,69.709792,-0.3273953972105923,-0.009127939529675314,148.4,150.626,142.0,145.966,145.966,0.036000000000000004,0.08650000000000001,0.87775,0.966625,30033.0,2752.0,1758.0,69.0
2020-04-16,71.845,72.05,70.5875,71.6725,71.3504,157125200.0,69.553474,0.1980169937112289,0.007946273303770844,143.388,151.89,141.344,149.042,149.042,0.0266666667,0.07466666670000001,0.8988333333,0.66715,31613.0,2349.0,1346.0,95.0
2020-04-17,71.1725,71.7375,69.215,70.7,70.3822,215250000.0,69.36487999999999,0.3699266572134833,-0.01356965062564465,154.456,154.99,149.532,150.778,150.778,0.0517142857,0.0618571429,0.8864285714000001,-0.0805285714,31509.0,2289.0,1435.0,87.0
2020-04-18,,,,,,,,,,,,,,,0.045,0.0795,0.8755000000000001,0.5145000000000001,28398.0,1951.0,1370.0,94.0
2020-04-19,,,,,,,,,,,,,,,0.0,0.123,0.877,0.9659000000000001,25334.0,1520.0,645.0,42.0
2020-04-20,69.4875,70.42,69.2125,69.2325,68.9213,130015200.0,69.12839799999999,-0.39598048780487805,-0.020756668589501256,146.54,153.114,142.442,149.272,149.272,0.074,0.0805,0.8455,0.30555000000000004,27395.0,1837.0,2283.0,60.0
2020-04-21,69.07,69.3125,66.3575,67.0925,66.7909,180991600.0,68.87125799999998,0.3920803106098364,-0.030910618342950707,146.024,150.666,134.758,137.344,137.344,0.0267142857,0.0602857143,0.9128571429000001,0.4692142857,25514.0,2672.0,2135.0,86.0
2020-04-22,68.4025,69.475,68.05,69.025,68.7148,117057200.0,68.64502999999999,-0.35324512297808297,0.028804822213804628,140.796,146.8,137.742,146.422,146.422,0.059750000000000004,0.069,0.8712500000000001,0.1641,28831.0,2371.0,1973.0,115.0
2020-04-23,68.9675,70.4375,68.7175,68.7575,68.4485,124814400.0,68.423132,0.06626845678864692,-0.003875438770104855,145.52,146.8,140.626,141.126,141.126,0.0505,0.06987499999999999,0.8795000000000001,0.4842625,33776.0,2169.0,1885.0,93.0
2020-04-24,69.3,70.7525,69.25,70.7425,70.4245,126508800.0,68.202974,0.013575356689612737,0.028868419322556363,142.162,146.146,139.636,145.03,145.03,0.0553333333,0.0659166667,0.8785833333,0.0555916667,36741.0,2132.0,1883.0,89.0
2020-04-25,,,,,,,,,,,,,,,0.022,0.078,0.9,0.9919,34408.0,1967.0,1027.0,59.0
2020-04-26,,,,,,,,,,,,,,,0.062,0.069,0.869,0.3488,26735.0,1253.0,1300.0,45.0
2020-04-27,70.45,71.135,69.9875,70.7925,70.4743,117087600.0,67.99540999999999,-0.07447070875701928,0.0007071402707865122,147.522,159.898,147.0,159.75,159.75,0.053666666700000004,0.0684166667,0.8780833333,0.013824999999999999,23197.0,1442.0,1567.0,54.0
2020-04-28,71.27,71.4575,69.55,69.645,69.332,112004800.0,67.76460199999998,-0.04341023302211336,-0.016208745599459746,159.128,161.0,151.338,153.824,153.824,0.0701111111,0.0841111111,0.846,0.4179666667,24651.0,2394.0,1469.0,78.0
2020-04-29,71.1825,72.4175,70.9725,71.9325,71.6092,137280800.0,67.60895399999998,0.22566889990428982,0.03284486240120014,158.034,160.64,156.632,160.102,160.102,0.0437692308,0.10200000000000001,0.8542307692000001,0.8737307692,26555.0,2514.0,2417.0,95.0
2020-04-30,72.49,73.6325,72.0875,73.45,73.1199,183064000.0,67.46052399999999,0.3335003875268792,0.021096451293967814,171.038,173.964,152.7,156.376,156.376,0.0469285714,0.0909285714,0.8623571429,0.6653357143,30357.0,2210.0,1525.0,91.0
2020-05-01,71.5625,74.75,71.4625,72.2675,71.9427,60154200.0,67.30507599999999,-0.6714034436044225,-0.016099584381269655,151.0,154.554,136.608,140.264,140.264,0.081625,0.071625,0.8465,-0.0219875,33970.0,1762.0,1755.0,98.0
2020-05-02,,,,,,,,,,,,,,,,,,,29474.0,1583.0,1419.0,44.0
2020-05-03,,,,,,,,,,,,,,,0.0665,0.099,0.834,0.02245,26140.0,1331.0,1321.0,39.0
2020-05-04,72.2925,73.4225,71.58,73.29,72.9606,33392000.0,67.20607399999999,-0.44489329090903046,0.014148760054876969,140.2,152.4,139.6,152.238,152.238,0.0786666667,0.0601666667,0.8608333333,-0.32755,21962.0,1089.0,1275.0,63.0
2020-05-05,73.765,75.25,73.615,74.39,74.0556,36895200.0,67.20298799999999,0.10491135601341639,0.015008100262333353,157.958,159.784,152.436,153.642,153.642,0.053500000000000006,0.07350000000000001,0.8731,0.40391000000000005,23709.0,2234.0,2603.0,95.0
2020-05-06,75.115,75.81,74.7175,75.1575,74.8197,142333600.0,67.265456,2.8577809579565905,0.010317923290068531,155.3,157.96,152.222,156.516,156.516,0.0405,0.061500000000000006,0.898,0.05915000000000001,24504.0,2708.0,1799.0,92.0
2020-05-07,75.805,76.2925,75.4925,75.935,75.5937,115215200.0,67.32065599999999,-0.19052704350905197,0.010344869065232833,155.442,159.28,154.47,156.008,156.008,0.033800000000000004,0.0898,0.8766,0.9688800000000001,28478.0,1958.0,1898.0,81.0
2020-05-08,76.41,77.5875,76.0725,77.5325,77.393,134048000.0,67.50706199999999,0.16345759934453094,0.02380224807093716,158.754,164.8,157.402,163.884,163.884,0.035750000000000004,0.066,0.8982500000000001,0.792025,27648.0,1575.0,2049.0,93.0
2020-05-09,,,,,,,,,,,,,,,,,,,24868.0,1454.0,2119.0,67.0
2020-05-10,,,,,,,,,,,,,,,0.045,0.08,0.875,0.9909,20317.0,932.0,1259.0,25.0
2020-05-11,77.025,79.2625,76.81,78.7525,78.6108,145946400.0,67.71862199999998,0.0887622344234901,0.01573527321592388,158.102,164.8,157.0,162.258,162.258,0.051500000000000004,0.092,0.856,0.291,17621.0,982.0,1443.0,77.0
2020-05-12,79.4575,79.9225,77.7275,77.8525,77.7124,162301200.0,67.78553599999998,0.11206031803456612,-0.01142845512321456,165.4,168.658,161.6,161.882,161.882,0.019,0.0,0.981,-0.4767,22300.0,1652.0,1759.0,87.0
