date,open,high,low,close,adjclose,volume,moving_avg,increase_rate_vol,increase_rate_adjclose,AAPL_open,AAPL_high,AAPL_low,AAPL_close,AAPL_adjclose,neg,pos,neu,compound,new_us_cases,new_us_death,new_ca_cases,new_ca_death
2020-01-16,98.75,102.892,98.434,102.698,102.698,108683500.0,97.09581818181819,0.25147966468610383,-0.009662487945998163,78.3975,78.925,78.0225,78.81,78.27,0.0318333333,0.062,0.9063333333,0.2281166667,0.0,0.0,0.0,0.0
2020-01-17,101.522,103.134,100.632,102.1,102.1,68145500.0,97.51283333333333,-0.37299130042738776,-0.005822898206391546,79.0675,79.685,78.75,79.6825,79.1366,0.0482,0.0682,0.8838,0.54742,0.0,0.0,0.0,0.0
2020-01-18,,,,,,,,,,,,,,,0.091,0.064,0.846,-0.8402000000000001,0.0,0.0,0.0,0.0
2020-01-19,,,,,,,,,,,,,,,0.033,0.112,0.855,0.9274,0.0,0.0,0.0,0.0
2020-01-20,,,,,,,,,,,,,,,0.047,0.033,0.919,-0.4404,0.0,0.0,0.0,0.0
2020-01-21,106.05,109.716,105.682,109.44,109.44,89017500.0,98.4303076923077,0.30628581491074247,0.07189030362389817,79.2975,79.755,79.0,79.1425,78.6003,0.0514,0.06960000000000001,0.8788,0.2048,0.0,0.0,0.0,0.0
2020-01-22,114.378,118.9,111.82,113.912,113.912,156845000.0,99.53614285714286,0.7619569185834246,0.04086257309941528,79.645,79.9975,79.3275,79.425,78.8808,0.0558888889,0.08966666670000001,0.8543333333,0.4611111111,0.0,0.0,0.0,0.0
2020-01-23,112.85,116.4,111.12,114.44,114.44,98255000.0,100.52973333333334,-0.3735535082406197,0.004635156963269819,79.48,79.89,78.9125,79.8075,79.2607,0.0591428571,0.0967142857,0.8442857143,0.2507571429,0.0,0.0,0.0,0.0
2020-01-24,114.126,114.772,110.852,112.964,112.964,71768000.0,101.306875,-0.2695740674774821,-0.012897588255854589,80.0625,80.8325,79.38,79.5775,79.0323,0.07425000000000001,0.08325,0.84225,0.036324999999999996,1.0,0.0,0.0,0.0
2020-01-25,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0
2020-01-26,,,,,,,,,,,,,,,0.041333333300000004,0.0526666667,0.9063333333,-0.1663333333,2.0,0.0,0.0,0.0
2020-01-27,108.398,112.888,107.856,111.604,111.604,68040500.0,101.91258823529412,-0.05193818972243897,-0.012039233738182071,77.515,77.9425,76.22,77.2375,76.7083,0.026000000000000002,0.061,0.912,0.7717,0.0,0.0,0.0,0.0
2020-01-28,113.698,115.362,111.616,113.38,113.38,58942500.0,102.54966666666668,-0.13371447887655147,0.01591340812157267,78.15,79.6,78.0475,79.4225,78.8783,0.027333333300000002,0.1103333333,0.8626666667,0.9890666667,0.0,0.0,0.0,0.0
2020-01-29,115.138,117.96,113.486,116.198,116.198,89007500.0,103.26800000000001,0.510073376595835,0.0248544716881284,81.1125,81.9625,80.345,81.085,80.5294,0.029428571400000002,0.0828571429,0.8875714286,0.5877714286,0.0,0.0,0.0,0.0
2020-01-30,126.484,130.176,123.6,128.162,128.162,145028500.0,104.51270000000002,0.6293963991798444,0.10296218523554634,80.135,81.0225,79.6875,80.9675,80.4127,0.0592142857,0.0842142857,0.8567142857000001,0.2240785714,1.0,0.0,0.0,0.0
2020-01-31,128.0,130.6,126.504,130.114,130.114,78596500.0,105.73180952380955,-0.45806169132274,0.015230723615424213,80.2325,80.67,77.0725,77.3775,76.8473,0.0663333333,0.058,0.8756666667,-0.1764333333,1.0,0.0,0.0,0.0
2020-02-01,,,,,,,,,,,,,,,0.0845,0.08850000000000001,0.8270000000000001,0.012700000000000001,1.0,0.0,0.0,0.0
2020-02-02,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0
2020-02-03,134.738,157.228,134.704,156.0,156.0,236167500.0,108.0167272727273,2.0048093744632394,0.1989486142920823,76.075,78.3725,75.555,77.165,76.6363,0.0316666667,0.12916666670000002,0.8391666667000001,0.8571833333000001,0.0,0.0,0.0,0.0
2020-02-04,176.592,193.798,166.776,177.412,177.412,304694000.0,111.03391304347826,0.2901605851778928,0.1372564102564103,78.8275,79.91,78.4075,79.7125,79.1663,0.042374999999999996,0.0821875,0.8130000000000001,0.447675,0.0,0.0,0.0,0.0
2020-02-05,164.652,169.196,140.822,146.94,146.94,242119000.0,112.53000000000002,-0.205369977748167,-0.17175839289337816,80.88,81.19,79.7375,80.3625,79.8119,0.058,0.0837647059,0.8581764706,0.5035352941,1.0,0.0,0.0,0.0
2020-02-06,139.984,159.166,137.4,149.792,149.792,199404000.0,114.02048,-0.17642151173596454,0.019409282700421967,80.6425,81.305,80.065,81.3025,80.7454,0.0585555556,0.0814444444,0.86,0.40354444440000004,0.0,0.0,0.0,0.0
2020-02-07,146.11,153.95,146.0,149.614,149.614,85317500.0,115.38946153846155,-0.5721374696595856,-0.0011883144627216225,80.5925,80.85,79.5,80.0075,79.6479,0.06775,0.0795,0.8522500000000001,0.457,0.0,0.0,0.0,0.0
2020-02-08,,,,,,,,,,,,,,,0.05475000000000001,0.096,0.8495,0.3234,0.0,0.0,0.0,0.0
2020-02-09,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2020-02-10,160.0,163.998,150.48,154.256,154.256,123446000.0,116.82896296296296,0.44690128051103234,0.03102650821447188,78.545,80.3875,78.4625,80.3875,80.0262,0.053923076900000005,0.07,0.8763846154,-0.062461538500000004,1.0,0.0,0.0,0.0
2020-02-11,153.758,156.702,151.6,154.876,154.876,58487500.0,118.18778571428572,-0.5262098407400807,0.004019292604501637,80.9,80.975,79.6775,79.9025,79.5434,0.061750000000000006,0.073,0.8652500000000001,-0.08600000000000001,0.0,0.0,0.0,0.0
2020-02-12,155.574,157.95,152.674,153.458,153.458,60112500.0,119.40400000000001,0.02778371446890361,-0.00915571166610712,80.3675,81.805,80.3675,81.8,81.4324,0.07200000000000001,0.011,0.917,-0.9533,1.0,0.0,0.0,0.0
2020-02-13,148.368,163.6,147.0,160.8,160.8,131446500.0,120.78386666666668,1.1866749844042421,0.04784370967952152,81.0475,81.555,80.8375,81.2175,80.8525,0.0573636364,0.0669090909,0.7848181818000001,-0.0521,1.0,0.0,0.0,0.0
2020-02-14,157.444,162.594,157.1,160.006,160.006,78468500.0,122.04909677419356,-0.40303849855264307,-0.0049378109452737,81.185,81.495,80.7125,81.2375,80.8724,0.0485714286,0.0775714286,0.8738571429,0.3856571429,0.0,0.0,0.0,0.0
2020-02-15,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2020-02-16,,,,,,,,,,,,,,,0.08600000000000001,0.065,0.849,-0.6416000000000001,0.0,0.0,0.0,0.0
2020-02-17,,,,,,,,,,,,,,,,,,,10.0,0.0,0.0,0.0
2020-02-18,168.32,172.0,166.472,171.68,171.68,81908500.0,123.6000625,0.04383924759616916,0.07295976400884971,78.84,79.9375,78.6525,79.75,79.3916,0.046,0.0665,0.7625000000000001,0.1696125,0.0,0.0,0.0,0.0
2020-02-19,184.7,188.956,180.204,183.484,183.484,127115000.0,125.41472727272729,0.5519146364540921,0.06875582479030756,80.0,81.1425,80.0,80.905,80.5414,0.028124999999999997,0.074625,0.8973749999999999,0.42441249999999997,0.0,0.0,0.0,0.0
2020-02-20,182.39,182.4,171.988,179.882,179.882,88174500.0,127.01670588235295,-0.30634071510049954,-0.019631139499901917,80.6575,81.1625,79.5525,80.075,79.7151,0.0425,0.10300000000000001,0.8545,0.5574,2.0,0.0,0.0,0.0
2020-02-21,181.396,182.612,176.09,180.2,180.2,71574000.0,128.53622857142858,-0.18826871714611368,0.0017678255745432207,79.655,80.1125,77.625,78.2625,77.9107,0.042,0.07640000000000001,0.8816,0.29424,3.0,0.0,0.0,0.0
2020-02-22,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2020-02-23,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2020-02-24,167.8,172.7,164.44,166.758,166.758,75961000.0,129.59794444444444,0.06129320703048593,-0.07459489456159811,74.315,76.045,72.3075,74.545,74.2099,0.10766666670000001,0.057333333300000004,0.835,-0.9069,13.0,0.0,0.0,0.0
2020-02-25,169.8,171.32,157.4,159.982,159.982,86452500.0,130.41913513513512,0.13811692842379641,-0.04063373271447253,75.2375,75.6325,71.5325,72.02,71.6963,0.114,0.058,0.8280000000000001,-0.9917,2.0,0.0,0.0,0.0
2020-02-26,156.5,162.662,155.222,155.76,155.76,70427500.0,131.086,-0.18536190393568722,-0.026390468927754426,71.6325,74.47,71.625,73.1625,72.8337,0.0331666667,0.0655,0.9011666667,0.6995666667,15.0,0.0,0.0,0.0
2020-02-27,146.0,147.954,133.8,135.8,135.8,121386000.0,131.2068717948718,0.7235596890419226,-0.12814586543400092,70.275,71.5,68.24,68.38,68.0727,0.038,0.0866666667,0.8756666667,0.3201666667,0.0,0.0,0.0,0.0
2020-02-28,125.94,138.104,122.304,133.598,133.598,122821000.0,131.26665,0.011821791639892575,-0.016215022091310736,64.315,69.6025,64.0925,68.34,68.0328,0.0825,0.0815,0.8365,0.0053,5.0,0.0,0.0,0.0
2020-02-29,,,,,,,,,,,,,,,0.07250000000000001,0.07050000000000001,0.857,-0.03155,5.0,1.0,0.0,0.0
2020-03-01,,,,,,,,,,,,,,,,,,,18.0,2.0,0.0,0.0
2020-03-02,142.252,148.738,137.334,148.724,148.724,100975000.0,131.69243902439024,-0.17786860553162734,0.11322025778829005,70.57,75.36,69.43,74.7025,74.3667,0.031,0.111,0.859,0.9914000000000001,16.0,3.0,0.0,0.0
2020-03-03,161.0,161.396,143.222,149.102,149.102,128920000.0,132.10695238095238,0.276751671205744,0.0025416207202604447,75.9175,76.0,71.45,72.33,72.0049,0.0123333333,0.092,0.8956666667000001,0.8473333333,21.0,4.0,0.0,0.0
2020-03-04,152.792,153.304,144.946,149.9,149.9,75245000.0,132.5207441860465,-0.41634346881787154,0.005352040884763463,74.11,75.85,73.2825,75.685,75.3448,0.019,0.05,0.931,0.9254,36.0,2.0,0.0,0.0
2020-03-05,144.754,149.15,143.614,144.908,144.908,54263500.0,132.80227272727274,-0.2788424480031896,-0.03330220146764522,73.88,74.8875,72.8525,73.23,72.9009,,,,,67.0,0.0,0.0,0.0
2020-03-06,138.0,141.4,136.854,140.696,140.696,63314500.0,132.97768888888888,0.16679720253946023,-0.029066718193612427,70.5,72.705,70.3075,72.2575,71.9327,0.0351428571,0.0625714286,0.9024285714,0.21772857140000001,83.0,3.0,0.0,0.0
2020-03-07,,,,,,,,,,,,,,,,,,,117.0,4.0,0.0,0.0
2020-03-08,,,,,,,,,,,,,,,,,,,119.0,3.0,0.0,0.0
2020-03-09,121.078,132.6,121.0,121.6,121.6,85368500.0,132.73034782608696,0.34832463337782027,-0.13572525160630014,65.9375,69.5225,65.75,66.5425,66.2434,0.0,0.113,0.887,0.31820000000000004,201.0,4.0,0.0,0.0
2020-03-10,131.886,133.6,121.6,129.066,129.066,77972000.0,132.6523829787234,-0.08664202838283441,0.06139802631578954,69.285,71.61,67.3425,71.335,71.0144,0.0,0.025,0.975,0.6808000000000001,270.0,5.0,0.0,0.0
2020-03-11,128.04,130.716,122.6,126.846,126.846,66612500.0,132.53141666666667,-0.14568691325091057,-0.017200502068709024,69.3475,70.305,67.965,68.8575,68.548,0.017,0.0453333333,0.9380000000000001,0.6122666667000001,245.0,6.0,0.0,0.0
2020-03-12,116.178,118.9,109.25,112.11,112.11,94545500.0,132.1146530612245,0.41933571026459,-0.11617236649165133,63.985,67.5,62.0,62.0575,61.7786,0.046,0.10200000000000001,0.852,0.978,405.0,6.0,0.0,0.0
2020-03-13,119.0,121.514,100.4,109.324,109.324,113201500.0,131.65883999999997,0.19732298205625862,-0.024850593167424863,66.2225,69.98,63.2375,69.4925,69.1802,0.0506666667,0.0593333333,0.89,0.5236666667000001,556.0,7.0,0.0,0.0
2020-03-14,,,,,,,,,,,,,,,0.083,0.068,0.849,-0.8002,674.0,10.0,0.0,0.0
2020-03-15,,,,,,,,,,,,,,,,,,,702.0,8.0,0.0,0.0
2020-03-16,93.9,98.974,88.434,89.014,89.014,102447500.0,131.71808,-0.09499874118275818,-0.18577805422414112,60.4875,64.77,60.0,60.5525,60.2803,0.112,0.049,0.839,-0.7178,907.0,23.0,0.0,0.0
2020-03-17,88.002,94.37,79.2,86.04,86.04,119973000.0,131.66683999999998,0.17106810805534542,-0.03341047475677972,61.8775,64.4025,59.6,63.215,62.9309,0.0606,0.0444,0.895,-0.20054000000000002,1399.0,26.0,0.0,0.0
2020-03-18,77.8,80.972,70.102,72.244,72.244,118931000.0,131.30555999999999,-0.008685287523026015,-0.16034402603440268,59.9425,62.5,59.28,61.6675,61.3903,0.061,0.042874999999999996,0.771,-0.2144375,2444.0,45.0,675.0,15.0
2020-03-19,74.94,90.4,71.692,85.528,85.528,150977500.0,131.13988,0.26945455768470794,0.18387686174630427,61.8475,63.21,60.6525,61.195,60.92,0.07930000000000001,0.0688,0.8518,0.38498000000000004,4043.0,50.0,331.0,3.0
2020-03-20,87.64,95.4,85.158,85.506,85.506,141427500.0,130.88144,-0.0632544584457949,-0.0002572257038631275,61.795,62.9575,57.0,57.31,57.0524,0.075,0.019,0.906,-0.5378000000000001,5619.0,65.0,218.0,4.0
2020-03-21,,,,,,,,,,,,,,,0.0925,0.007500000000000001,0.9,-0.5081,6516.0,83.0,244.0,4.0
2020-03-22,,,,,,,,,,,,,,,0.07525000000000001,0.01625,0.9087500000000001,-0.41055,8545.0,98.0,265.0,9.0
2020-03-23,86.72,88.4,82.1,86.858,86.858,82272500.0,130.69324,-0.4182708454862032,0.015811755900170792,57.02,57.125,53.1525,56.0925,55.8404,0.053,0.054666666700000005,0.8923333333000001,0.32426666670000004,10432.0,121.0,222.0,2.0
2020-03-24,95.46,102.738,94.8,101.0,101.0,114476000.0,130.80064000000002,0.3914248381901608,0.16281747219599801,59.09,61.9225,58.575,61.72,61.4426,0.019,0.125,0.856,0.9287000000000001,10433.0,206.0,580.0,15.0
2020-03-25,109.05,111.4,102.222,107.85,107.85,106113500.0,130.8582,-0.07305024633984417,0.06782178217821777,62.6875,64.5625,61.075,61.38,61.1041,0.0385,0.0625,0.899,-0.021775,14634.0,269.0,471.0,12.0
2020-03-26,109.478,112.0,102.45,105.632,105.632,86903500.0,130.81916,-0.1810325736122171,-0.02056560037088539,61.63,64.67,61.59,64.61,64.3196,0.04275,0.077,0.8805000000000001,0.488375,16998.0,299.0,795.0,13.0
2020-03-27,101.0,105.16,98.806,102.872,102.872,71887000.0,130.8026,-0.1727951118194319,-0.026128445925477174,63.1875,63.9675,61.7625,61.935,61.6566,0.036500000000000005,0.032,0.932,-0.2812,17330.0,417.0,842.0,24.0
2020-03-28,,,,,,,,,,,,,,,0.06,0.076,0.864,0.8346,21066.0,530.0,640.0,17.0
2020-03-29,,,,,,,,,,,,,,,,,,,18520.0,418.0,480.0,17.0
2020-03-30,102.052,103.33,98.246,100.426,100.426,59990500.0,130.75716000000003,-0.16548889228928734,-0.023777121082510285,62.685,63.88,62.35,63.7025,63.4162,0.063,0.056,0.8805000000000001,-0.08045000000000001,21469.0,650.0,1169.0,15.0
2020-03-31,100.25,108.592,99.4,104.8,104.8,88857500.0,130.81116000000003,0.48119285553545976,0.043554458008882115,63.9,65.6225,63.0,63.5725,63.2868,0.054,0.08,0.866,0.6705,24506.0,936.0,1223.0,21.0
2020-04-01,100.8,102.79,95.02,96.312,96.312,66766000.0,130.54860000000002,-0.2486171679374279,-0.08099236641221373,61.625,62.18,59.7825,60.2275,59.9568,0.0434,0.06860000000000001,0.8878,0.2952,26930.0,1021.0,1036.0,32.0
2020-04-02,96.206,98.852,89.28,90.894,90.894,99292000.0,130.08824,0.4871641254530749,-0.056254672314976245,60.085,61.2875,59.225,61.2325,60.9573,0.036500000000000005,0.0645,0.8995000000000001,0.5488500000000001,29717.0,1216.0,1510.0,34.0
2020-04-03,101.9,103.098,93.678,96.002,96.002,22562100.0,129.71948000000003,-0.7727702131088103,0.056197328756573475,60.7,61.425,59.7425,60.3525,60.0812,0.056,0.036000000000000004,0.908,-0.7003,32318.0,1391.0,1325.0,39.0
2020-04-04,,,,,,,,,,,,,,,0.033,0.016,0.9510000000000001,-0.34,35099.0,1556.0,1412.0,43.0
2020-04-05,,,,,,,,,,,,,,,,,,,25616.0,1368.0,898.0,24.0
2020-04-06,102.24,104.2,99.592,103.248,103.248,14901800.0,129.52516000000003,-0.33952070064400036,0.07547759421678725,62.725,65.7775,62.345,65.6175,65.3226,0.034333333300000005,0.0463333333,0.9193333333,0.3148666667,30916.0,1526.0,1529.0,31.0
2020-04-07,109.0,113.0,106.468,109.09,109.09,17919800.0,129.47488000000004,0.20252586935806413,0.05658220982488763,67.7,67.925,64.75,64.8575,64.566,0.0,0.078,0.922,0.5859,30337.0,2234.0,1092.0,68.0
2020-04-08,110.84,111.442,106.666,109.768,109.768,12656000.0,129.40264000000002,-0.29374211765756314,0.006215051792098242,65.685,66.8425,65.3075,66.5175,66.2185,0.0645,0.078,0.858,0.09430000000000001,31820.0,2085.0,1352.0,50.0
2020-04-09,112.418,115.036,111.422,114.6,114.6,13650000.0,129.37068000000002,0.07853982300884955,0.04402011515195679,67.175,67.5175,66.175,66.9975,66.6964,0.018000000000000002,0.0425,0.9395,0.47115,34699.0,2120.0,1163.0,49.0
2020-04-10,,,,,,,,,,,,,,,0.034,0.009000000000000001,0.9570000000000001,-0.7717,33473.0,2263.0,1143.0,68.0
2020-04-11,,,,,,,,,,,,,,,,,,,31720.0,2084.0,1179.0,42.0
2020-04-12,,,,,,,,,,,,,,,,,,,27143.0,1681.0,554.0,36.0
2020-04-13,118.032,130.4,116.106,130.19,130.19,22475400.0,129.41124000000002,0.6465494505494506,0.1360383944153578,67.0775,68.425,66.4575,68.3125,68.0055,,,,,25769.0,1764.0,990.0,71.0
2020-04-14,139.794,148.376,138.486,141.978,141.978,30576500.0,129.64852000000002,0.36044297320626106,0.09054458867808596,70.0,72.0625,69.5125,71.7625,71.44,0.054,0.112,0.834,0.4686333333,26691.0,2705.0,1086.0,63.0
2020-04-15,148.4,150.626,142.0,145.966,145.966,23577000.0,129.44784000000004,-0.2289176328225925,0.028088858837284646,70.6,71.5825,70.1575,71.1075,70.7879,0.0524285714,0.038142857100000004,0.9094285714,-0.0764571429,30033.0,2752.0,1758.0,69.0
2020-04-16,143.388,151.89,141.344,149.042,149.042,20657900.0,128.88044000000002,-0.12381134156169148,0.021073400654946995,71.845,72.05,70.5875,71.6725,71.3504,0.0665,0.059000000000000004,0.8755000000000001,-0.41245000000000004,31613.0,2349.0,1346.0,95.0
2020-04-17,154.456,154.99,149.532,150.778,150.778,13128200.0,128.95720000000006,-0.36449493898218116,0.011647723460500999,71.1725,71.7375,69.215,70.7,70.3822,,,,,31509.0,2289.0,1435.0,87.0
2020-04-18,,,,,,,,,,,,,,,,,,,28398.0,1951.0,1370.0,94.0
2020-04-19,,,,,,,,,,,,,,,,,,,25334.0,1520.0,645.0,42.0
2020-04-20,146.54,153.114,142.442,149.272,149.272,14746600.0,128.94680000000005,0.12327661065492604,-0.009988194564193717,69.4875,70.42,69.2125,69.2325,68.9213,0.058,0.051000000000000004,0.891,-0.4404,27395.0,1837.0,2283.0,60.0
2020-04-21,146.024,150.666,134.758,137.344,137.344,20209100.0,128.70140000000004,0.37042436900709313,-0.07990781928291976,69.07,69.3125,66.3575,67.0925,66.7909,,,,,25514.0,2672.0,2135.0,86.0
2020-04-22,140.796,146.8,137.742,146.422,146.422,14224800.0,128.54472000000004,-0.2961190750701417,0.06609680801491148,68.4025,69.475,68.05,69.025,68.7148,,,,,28831.0,2371.0,1973.0,115.0
2020-04-23,145.52,146.8,140.626,141.126,141.126,13236700.0,128.26972000000004,-0.0694631910466228,-0.036169428091406976,68.9675,70.4375,68.7175,68.7575,68.4485,0.03425,0.09325000000000001,0.8725,0.8380500000000001,33776.0,2169.0,1885.0,93.0
2020-04-24,142.162,146.146,139.636,145.03,145.03,13237600.0,128.10116000000005,6.799277765606232e-05,0.02766322293553276,69.3,70.7525,69.25,70.7425,70.4245,0.0575,0.06,0.8825000000000001,-0.08565,36741.0,2132.0,1883.0,89.0
2020-04-25,,,,,,,,,,,,,,,,,,,34408.0,1967.0,1027.0,59.0
2020-04-26,,,,,,,,,,,,,,,0.02,0.0,0.98,-0.4767,26735.0,1253.0,1300.0,45.0
2020-04-27,147.522,159.898,147.0,159.75,159.75,20681400.0,128.08016000000003,0.5623224753731795,0.10149624215679513,70.45,71.135,69.9875,70.7925,70.4743,0.039,0.0645,0.89675,0.12835000000000002,23197.0,1442.0,1567.0,54.0
2020-04-28,159.128,161.0,151.338,153.824,153.824,15222000.0,127.95652000000001,-0.26397632655429515,-0.037095461658841866,71.27,71.4575,69.55,69.645,69.332,0.0556666667,0.069,0.8753333333000001,0.34590000000000004,24651.0,2394.0,1469.0,78.0
2020-04-29,158.034,160.64,156.632,160.102,160.102,16216000.0,127.72496000000001,0.06530022336092497,0.04081287705429576,71.1825,72.4175,70.9725,71.9325,71.6092,0.046,0.10425000000000001,0.8497500000000001,0.4803,26555.0,2514.0,2417.0,95.0
2020-04-30,171.038,173.964,152.7,156.376,156.376,28471900.0,127.1828,0.7557905772076962,-0.023272663676905968,72.49,73.6325,72.0875,73.45,73.1199,0.0745454545,0.09127272730000001,0.8341818182,0.39890909090000004,30357.0,2210.0,1525.0,91.0
2020-05-01,151.0,154.554,136.608,140.264,140.264,32531800.0,126.39044000000001,0.1425932234940415,-0.10303371361334217,71.5625,74.75,71.4625,72.2675,71.9427,0.0707142857,0.0545714286,0.8748571429,-0.1216428571,33970.0,1762.0,1755.0,98.0
2020-05-02,,,,,,,,,,,,,,,0.045,0.026000000000000002,0.929,-0.5719000000000001,29474.0,1583.0,1419.0,44.0
2020-05-03,,,,,,,,,,,,,,,0.012,0.077,0.911,0.8596,26140.0,1331.0,1321.0,39.0
2020-05-04,140.2,152.4,139.6,152.238,152.238,19237100.0,125.83120000000002,-0.4086678265573992,0.08536759253978204,72.2925,73.4225,71.58,73.29,72.9606,0.022,0.13,0.848,0.9881000000000001,21962.0,1089.0,1275.0,63.0
2020-05-05,157.958,159.784,152.436,153.642,153.642,16961900.0,125.56888000000002,-0.1182714650337109,0.009222401765656382,73.765,75.25,73.615,74.39,74.0556,0.027,0.084,0.889,0.874,23709.0,2234.0,2603.0,95.0
2020-05-06,155.3,157.96,152.222,156.516,156.516,55616000.0,125.49956000000002,2.2788779558893757,0.018705822626625502,75.115,75.81,74.7175,75.1575,74.8197,0.057,0.0845,0.8585,0.9585500000000001,24504.0,2708.0,1799.0,92.0
2020-05-07,155.442,159.28,154.47,156.008,156.008,57638500.0,125.50452000000001,0.03636543440736479,-0.0032456745636227696,75.805,76.2925,75.4925,75.935,75.5937,0.0186666667,0.056,0.9253333333,0.8586666667,28478.0,1958.0,1898.0,81.0
2020-05-08,158.754,164.8,157.402,163.884,163.884,80650500.0,126.06620000000001,0.399247031064306,0.050484590533818624,76.41,77.5875,76.0725,77.5325,77.393,0.064,0.054,0.8818,0.21404,27648.0,1575.0,2049.0,93.0
2020-05-09,,,,,,,,,,,,,,,0.08650000000000001,0.0415,0.872,-0.76885,24868.0,1454.0,2119.0,67.0
2020-05-10,,,,,,,,,,,,,,,0.062,0.052000000000000005,0.886,-0.2144,20317.0,932.0,1259.0,25.0
2020-05-11,158.102,164.8,157.0,162.258,162.258,82598000.0,126.63940000000001,0.024147401442024537,-0.009921651900124335,77.025,79.2625,76.81,78.7525,78.6108,0.051500000000000004,0.0454,0.9032,-0.06521,17621.0,982.0,1443.0,77.0
2020-05-12,165.4,168.658,161.6,161.882,161.882,79534500.0,126.90256,-0.03708927576938909,-0.00231729714405456,79.4575,79.9225,77.7275,77.8525,77.7124,0.07325000000000001,0.06225000000000001,0.8645,-0.4120125,22300.0,1652.0,1759.0,87.0
2020-05-13,164.166,165.2,152.66,158.192,158.192,95327500.0,127.08436,0.19856791706743615,-0.022794381092400624,78.0375,78.9875,75.8025,76.9125,76.7741,0.031,0.0455,0.9233333333,0.4777666667,21145.0,1768.0,2023.0,98.0
2020-05-14,156.0,160.672,152.8,160.666,160.666,68411000.0,127.29968000000001,-0.2823581862526553,0.015639223222413203,76.1275,77.4475,75.3825,77.385,77.2457,0.0505,0.049,0.9005000000000001,-0.10885,26961.0,1738.0,1772.0,76.0
2020-05-15,158.07,161.01,157.31,159.834,159.834,52592000.0,127.59819999999999,-0.23123474295069507,-0.0051784447238369885,75.0875,76.975,75.0525,76.9275,76.789,0.032,0.009000000000000001,0.96,-0.5719000000000001,26237.0,1593.0,1857.0,96.0
