,ticker,date,open,high,low,close,adjclose,volume
34,AAPL,2020-08-18,114.35250091552734,116.0,114.00749969482422,115.5625,115.5625,105633600
35,AAPL,2020-08-19,115.98249816894531,117.1624984741211,115.61000061035156,115.7074966430664,115.7074966430664,145538000
36,AAPL,2020-08-20,115.75,118.39250183105469,115.73249816894531,118.2750015258789,118.2750015258789,126907200
37,AAPL,2020-08-21,119.2624969482422,124.86750030517578,119.25,124.37000274658205,124.37000274658205,338054800
38,AAPL,2020-08-24,128.69749450683594,128.78500366210938,123.9375,125.85749816894531,125.85749816894531,345937600
39,AAPL,2020-08-25,124.69750213623048,125.18000030517578,123.05249786376952,124.8249969482422,124.8249969482422,211495600
40,AAPL,2020-08-26,126.18000030517578,126.99250030517578,125.0824966430664,126.52249908447266,126.52249908447266,163022400
41,AAPL,2020-08-27,127.14250183105469,127.48500061035156,123.8324966430664,125.01000213623048,125.01000213623048,155552400
42,AAPL,2020-08-28,126.0124969482422,126.44249725341795,124.57749938964844,124.80750274658205,124.80750274658205,187630000
43,AAPL,2020-08-31,127.58000183105469,131.0,126.0,129.03999328613278,129.03999328613278,225702700
44,AAPL,2020-09-01,132.75999450683594,134.80000305175778,130.52999877929688,134.17999267578122,134.17999267578122,152470100
45,AAPL,2020-09-02,137.58999633789062,137.97999572753906,127.0,131.39999389648438,131.39999389648438,200119000
46,AAPL,2020-09-03,126.91000366210938,128.83999633789062,120.5,120.87999725341795,120.87999725341795,257599600
47,AAPL,2020-09-04,120.06999969482422,123.6999969482422,110.88999938964844,120.95999908447266,120.95999908447266,332607200
48,AAPL,2020-09-08,113.9499969482422,118.98999786376952,112.68000030517578,112.81999969482422,112.81999969482422,231366600
49,AAPL,2020-09-09,117.26000213623048,119.13999938964844,115.26000213623048,117.31999969482422,117.31999969482422,176940500
50,AAPL,2020-09-10,120.36000061035156,120.5,112.5,113.48999786376952,113.48999786376952,182274400
51,AAPL,2020-09-11,114.56999969482422,115.2300033569336,110.0,112.0,112.0,180860300
52,AAPL,2020-09-14,114.72000122070312,115.93000030517578,112.8000030517578,115.36000061035156,115.36000061035156,140150100
53,AAPL,2020-09-15,118.33000183105469,118.83000183105469,113.61000061035156,115.54000091552734,115.54000091552734,184642000
54,AAPL,2020-09-16,115.2300033569336,116.0,112.04000091552734,112.12999725341795,112.12999725341795,154679000
55,AAPL,2020-09-17,109.72000122070312,112.1999969482422,108.70999908447266,110.33999633789062,110.33999633789062,178011000
56,AAPL,2020-09-18,110.4000015258789,110.87999725341795,106.08999633789062,106.83999633789062,106.83999633789062,287104900
57,AAPL,2020-09-21,104.54000091552734,110.19000244140624,103.0999984741211,110.08000183105469,110.08000183105469,195713800
58,AAPL,2020-09-22,112.68000030517578,112.86000061035156,109.16000366210938,111.80999755859376,111.80999755859376,183055400
59,AAPL,2020-09-23,111.62000274658205,112.11000061035156,106.7699966430664,107.12000274658205,107.12000274658205,150718700
60,AAPL,2020-09-24,105.16999816894531,110.25,105.0,108.22000122070312,108.22000122070312,167743300
61,AAPL,2020-09-25,108.43000030517578,112.44000244140624,107.66999816894531,112.27999877929688,112.27999877929688,149981400
62,AAPL,2020-09-28,115.01000213623048,115.31999969482422,112.77999877929688,114.95999908447266,114.95999908447266,137672400
63,AAPL,2020-09-29,114.5500030517578,115.30999755859376,113.56999969482422,114.08999633789062,114.08999633789062,99382200
64,AAPL,2020-09-30,113.79000091552734,117.26000213623048,113.62000274658205,115.80999755859376,115.80999755859376,142675200
65,AAPL,2020-10-01,117.63999938964844,117.72000122070312,115.83000183105469,116.79000091552734,116.79000091552734,116120400
66,AAPL,2020-10-02,112.88999938964844,115.37000274658205,112.22000122070312,113.0199966430664,113.0199966430664,144712000
67,AAPL,2020-10-05,113.91000366210938,116.6500015258789,113.5500030517578,116.5,116.5,106243800
68,AAPL,2020-10-06,115.6999969482422,116.12000274658205,112.25,113.16000366210938,113.16000366210938,161498200
69,AAPL,2020-10-07,114.62000274658205,115.5500030517578,114.12999725341795,115.08000183105469,115.08000183105469,96849000
70,AAPL,2020-10-08,116.25,116.4000015258789,114.58999633789062,114.97000122070312,114.97000122070312,83477200
71,AAPL,2020-10-09,115.27999877929688,117.0,114.91999816894531,116.97000122070312,116.97000122070312,100506900
72,AAPL,2020-10-12,120.05999755859376,125.18000030517578,119.27999877929688,124.4000015258789,124.4000015258789,240226800
73,AAPL,2020-10-13,125.2699966430664,125.38999938964844,119.6500015258789,121.0999984741211,121.0999984741211,262330500
74,AAPL,2020-10-14,121.0,123.02999877929688,119.62000274658205,121.19000244140624,121.19000244140624,151062300
75,AAPL,2020-10-15,118.72000122070312,121.1999969482422,118.1500015258789,120.70999908447266,120.70999908447266,112559200
76,AAPL,2020-10-16,121.27999877929688,121.5500030517578,118.80999755859376,119.0199966430664,119.0199966430664,115393800
77,AAPL,2020-10-19,119.95999908447266,120.41999816894531,115.66000366210938,115.9800033569336,115.9800033569336,120639300
78,AAPL,2020-10-20,116.1999969482422,118.9800033569336,115.62999725341795,117.51000213623048,117.51000213623048,124423700
79,AAPL,2020-10-21,116.66999816894531,118.70999908447266,116.4499969482422,116.87000274658205,116.87000274658205,89946000
80,AAPL,2020-10-22,117.4499969482422,118.04000091552734,114.58999633789062,115.75,115.75,101988000
81,AAPL,2020-10-23,116.38999938964844,116.5500030517578,114.27999877929688,115.04000091552734,115.04000091552734,82572600
82,AAPL,2020-10-26,114.01000213623048,116.5500030517578,112.87999725341795,115.0500030517578,115.0500030517578,111850700
83,AAPL,2020-10-27,115.48999786376952,117.27999877929688,114.54000091552734,116.5999984741211,116.5999984741211,91927700
