,ticker,date,open,high,low,close,adjclose,volume
0,TSLA,2020-06-30,201.3000030517578,217.5379943847656,200.7460021972656,215.9620056152344,215.9620056152344,84592500
1,TSLA,2020-07-01,216.6000061035156,227.0659942626953,216.1000061035156,223.92599487304688,223.92599487304688,66634500
2,TSLA,2020-07-02,244.29600524902344,245.6000061035156,237.1199951171875,241.73199462890625,241.73199462890625,86250500
3,TSLA,2020-07-06,255.33799743652344,275.55801391601557,253.2079925537109,274.31600952148443,274.31600952148443,102849500
4,TSLA,2020-07-07,281.00201416015625,285.8999938964844,267.34201049804693,277.97198486328125,277.97198486328125,107448500
5,TSLA,2020-07-08,281.0,283.4519958496094,262.2680053710937,273.17599487304693,273.17599487304693,81556500
6,TSLA,2020-07-09,279.39801025390625,281.7120056152344,270.25601196289057,278.85598754882807,278.85598754882807,58588000
7,TSLA,2020-07-10,279.20001220703125,309.78399658203125,275.20199584960943,308.92999267578125,308.92999267578125,116688000
8,TSLA,2020-07-13,331.79998779296875,358.99798583984375,294.22198486328125,299.4119873046875,299.4119873046875,194927000
9,TSLA,2020-07-14,311.20001220703125,318.0,286.20001220703125,303.3599853515625,303.3599853515625,117090500
10,TSLA,2020-07-15,308.6000061035156,310.0,291.3999938964844,309.2019958496094,309.2019958496094,81839000
11,TSLA,2020-07-16,295.4320068359375,306.3420104980469,293.20001220703125,300.12799072265625,300.12799072265625,71504000
12,TSLA,2020-07-17,302.69000244140625,307.50201416015625,298.0,300.1679992675781,300.1679992675781,46650000
13,TSLA,2020-07-20,303.802001953125,330.0,297.6000061035156,328.6000061035156,328.6000061035156,85607000
14,TSLA,2020-07-21,327.9859924316406,335.0,311.6000061035156,313.6719970703125,313.6719970703125,80786500
15,TSLA,2020-07-22,319.79998779296875,325.28399658203125,312.3999938964844,318.46600341796875,318.46600341796875,70805500
16,TSLA,2020-07-23,335.7900085449219,337.79998779296875,296.15399169921875,302.614013671875,302.614013671875,121642500
17,TSLA,2020-07-24,283.2019958496094,293.0,273.30801391601557,283.3999938964844,283.3999938964844,96983000
18,TSLA,2020-07-27,287.0,309.5880126953125,282.6000061035156,307.9200134277344,307.9200134277344,80243500
